Prompt	Category	Challenge	Note
Six gold picture frames with crowns at the top, each displaying "I love you" and "RIVO" on white backgrounds, arranged on a wooden surface with a golden ribbon.	text rendering	Basic	source:text_rendering.jsonl
In a vibrant fantasy setting with pumpkin-filled pathways and castle towers, a muscular character in a star-adorned uniform holds a flag labeled "Alpha" beneath the bold title "REALM ROYALE."	text rendering	Basic	source:text_rendering.jsonl
A black hooded sweatshirt features a vibrant green tiger graphic with red accents and bold "KENZO PARIS" text below it.	text rendering	Basic	source:text_rendering.jsonl
A white Adidas sneaker featuring black stripes and gold accents, with "adidas" and "SUPERSTAR" text on the side, displayed against a neutral background.	text rendering	Basic	source:text_rendering.jsonl
A vibrant flower with purple petals transitioning to pink near the center, labeled "BLUE BOUNDARIES" at the top and "STOUT Gardens at Dancing tree" at the bottom, stands out against a blurred green background.	text rendering	Basic	source:text_rendering.jsonl
A gray and navy blue raglan hoodie features a prominent "USA" logo with an American flag design and the text "TABLE TENNIS" below it, paired with a front pocket and drawstrings.	text rendering	Basic	source:text_rendering.jsonl
A black Be@rbrick figurine stands beside its packaging box featuring a simple outline of the bear, both displaying the text "BE@RBRICKâ„¢" and "15th Anniversary" along with additional credits like "Puckele Odes Buicking â€¢ Mealibs" and "Cimenes de Baimares â€¢ Choff Morissy."	text rendering	Basic	source:text_rendering.jsonl
Gold-framed Cartier sunglasses with gradient lenses rest in front of a red Cartier box featuring the brand name in gold lettering.	text rendering	Basic	source:text_rendering.jsonl
Brown jersey featuring the name "KESSLER" and number "6" in white and orange, with NFL and Cleveland Browns logos, displayed from both front and back views.	text rendering	Basic	source:text_rendering.jsonl
A cartoon boy holding a red book stands above a yellow sign that reads "Sustainable Development Goals Book Club."	text rendering	Basic	source:text_rendering.jsonl
A soldier stands with their back turned, holding a firearm, against a fiery backdrop, with the text "CALL OF DUTY" prominently displayed above "SEARONG" at the bottom of the image.	text rendering	Basic	source:text_rendering.jsonl
A minimalist floral arrangement featuring white roses and a vibrant yellow daisy is displayed in a clear glass bottle labeled "Butcher & See THE DAILY."	text rendering	Basic	source:text_rendering.jsonl
The logo features a green leaf symbol above the bold text "RAINFOREST PARTNERSHIPâ„¢" centered against a white background.	text rendering	Basic	source:text_rendering.jsonl
A black headlight switch features a button with directional arrows and the label "LIGHTS OFF" indicating its function.	text rendering	Basic	source:text_rendering.jsonl
A woman in a gold dress poses confidently on the red carpet at the BET Awards 2019, with logos for BET Awards, MS RUBIE AWE, and SIUN visible in the background.	text rendering	Basic	source:text_rendering.jsonl
A stainless steel undercounter refrigerator priced at $944.00 is displayed against a bright yellow background, featuring black handles and wheels, with contact information including phone numbers 403-521-2332 and 6047521*7186# listed below the logo "MR. V's Restaurant Equipment & Store Fixture."	text rendering	Basic	source:text_rendering.jsonl
Vinyl record featuring Moby's 'Come On Baby,' with the label prominently displaying 'MOBY' and track details including 'TMB (ETVQ BUT T A KEY ON OF R)' and 'HAS & GEE.'	text rendering	Basic	source:text_rendering.jsonl
A Shimano STOMLUMO display mounted on a bicycle stem shows ride data, including "3Km" and "KH," while a STEPIRO light illuminates above it.	text rendering	Basic	source:text_rendering.jsonl
Two red AudioQuest cables with gold-plated connectors and black strain relief sections are shown against a white background, featuring the brand name "audioquest" printed on each connector.	text rendering	Basic	source:text_rendering.jsonl
The logo features a red and yellow cross-like design alongside the text "DUNLAP CODDINGTON" in bold black letters, with the tagline "Specialists in Intellectual Paperty Law" below it.	text rendering	Basic	source:text_rendering.jsonl
A circular metal flange with multiple bolt holes is displayed against a white background, featuring the logo "H è½¶è±" and the text "HARGUNG BUPEDEM DISRION CO.,LTD." along with contact information for SKcsl: strangzhaj Hengjia Pipeline Co., Ltd., including an email address and phone number.	text rendering	Basic	source:text_rendering.jsonl
A bowl of vibrant yellow rice mixed with chunks of chicken, labeled "CROCK--POT 6 Nacho chicken and Rice" from RecipesThatCROCK.com, sits ready to serve.	text rendering	Basic	source:text_rendering.jsonl
The book cover titled "You are My First Love" features a romantic illustration of a couple embracing under a bare tree adorned with hearts and snowflakes, with the tagline "Cinta ist die ten rinhgndi vigag mnjadi anta kidua, ketiga, ckuffian sajakrin da satu-satunya" written below, authored by Elya Elishya.	text rendering	Basic	source:text_rendering.jsonl
B2B Conference poster featuring 'Content for Lead Generation: A Z Guide to Content, Streating, and Promotion' presented by DemandGen Report at the DemandGen Conference 2014.	text rendering	Basic	source:text_rendering.jsonl
PlayStation 2 game cover featuring Castlevania: Lament of Innocence, showcasing a character in a dark outfit with a red cape against a haunting backdrop, with the Konami logo at the bottom.	text rendering	Basic	source:text_rendering.jsonl
A close-up portrait of a man with intense green eyes and a rugged beard, set against a dark background, with the text "JUSTIFIED" prominently displayed below, followed by "THE COMPLETE SERIES DVD."	text rendering	Basic	source:text_rendering.jsonl
A red t-shirt features "UNLV" in bold white letters above a basketball graphic on the front, with "PERGNAJAZIRY" printed in white on the back.	text rendering	Basic	source:text_rendering.jsonl
A hand holds a smartphone displaying the MirchiFun.com app interface, featuring a list of music lyrics apps with options like "Mirchi Songs" and others, alongside the text "Best Music Lyrics App" and a prompt to "Subscribe Now."	text rendering	Basic	source:text_rendering.jsonl
A colorful floral wreath card features the word "LOVE" on a tag at the top, surrounded by vibrant flowers and leaves, with the text "ALT&NEW" centered below and "Sandra Dietrich" signed at the bottom.	text rendering	Basic	source:text_rendering.jsonl
A retro red cotton candy maker with a white bowl and black top, labeled "Cotton Candy" and "Nostalgia" on its base.	text rendering	Basic	source:text_rendering.jsonl
Two swatches of Maybelline Color Sensational Lipstick in Toffee Cream are shown side-by-side, labeled "WITHOUT FLASH" and "WITH FLASH," demonstrating the difference in appearance under varying lighting conditions.	text rendering	Basic	source:text_rendering.jsonl
